number,value,datetime_start,datetime_complete,duration,params_activation,params_add_log_features,params_batch_norm,params_batch_size,params_dropout,params_encoding,params_feature_engineering,params_layers,params_learning_rate,params_loss,params_min_frequency,params_momentum,params_optimizer,params_scaler,params_scheduler,params_target_transform,params_weight_decay,params_width_0,params_width_1,params_width_2,params_width_3,params_winsorize,user_attrs_candidate,user_attrs_median_best_epoch,user_attrs_std_rmse,state
28,34641.73484817031,2026-08-17 17:11:33.097513,2026-08-17 17:11:57.022702,0 days 00:00:23.925189,tanh,True,True,16,0.20920371313363753,onehot,True,3,0.00019703329423170573,smooth_l1,2.0,0.5001037038877547,sgd,standard,plateau,log1p,1.4001959973575352e-07,128,256.0,128.0,,False,"{'name': 'T028', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': True, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [128, 256, 128], 'activation': 'tanh', 'dropout': 0.20920371313363753, 'batch_norm': True, 'optimizer': 'sgd', 'learning_rate': 0.00019703329423170573, 'weight_decay': 1.4001959973575352e-07, 'momentum': 0.5001037038877547, 'batch_size': 16, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",,,PRUNED
29,32723.26393621785,2026-08-17 17:11:57.037644,2026-08-17 17:12:07.696750,0 days 00:00:10.659106,leaky_relu,True,True,16,0.25043155543819956,ordinal,True,4,0.0024859384757973005,smooth_l1,5.0,0.5781480903905868,adamw,standard,plateau,log1p,5.559487209623863e-07,64,32.0,32.0,512.0,False,"{'name': 'T029', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': False, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 32, 32, 512], 'activation': 'leaky_relu', 'dropout': 0.25043155543819956, 'batch_norm': True, 'optimizer': 'adamw', 'learning_rate': 0.0024859384757973005, 'weight_decay': 5.559487209623863e-07, 'momentum': 0.5781480903905868, 'batch_size': 16, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",18.0,16971.296385463906,COMPLETE
30,31919.21268407449,2026-08-17 17:12:07.713394,2026-08-17 17:12:13.920180,0 days 00:00:06.206786,tanh,True,True,32,0.3034834953457402,ordinal,False,4,0.0004424509980032444,smooth_l1,5.0,0.5988955181869416,adam,standard,plateau,log1p,1.9191235225345024e-07,128,32.0,256.0,128.0,True,"{'name': 'T030', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': False, 'add_log_features': True, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [128, 32, 256, 128], 'activation': 'tanh', 'dropout': 0.3034834953457402, 'batch_norm': True, 'optimizer': 'adam', 'learning_rate': 0.0004424509980032444, 'weight_decay': 1.9191235225345024e-07, 'momentum': 0.5988955181869416, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",,,PRUNED
31,35331.46466404589,2026-08-17 17:12:13.929887,2026-08-17 17:12:22.963156,0 days 00:00:09.033269,silu,False,True,16,0.1711778270889039,onehot,True,2,0.00011023757347882634,smooth_l1,2.0,0.5704475447345296,adam,standard,none,log1p,5.675931986881015e-07,256,64.0,,,False,"{'name': 'T031', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 64], 'activation': 'silu', 'dropout': 0.1711778270889039, 'batch_norm': True, 'optimizer': 'adam', 'learning_rate': 0.00011023757347882634, 'weight_decay': 5.675931986881015e-07, 'momentum': 0.5704475447345296, 'batch_size': 16, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'none', 'gradient_clip': 5.0}}",19.0,17772.54710339485,COMPLETE
32,30096.042296128686,2026-08-17 17:12:22.981512,2026-08-17 17:12:27.938135,0 days 00:00:04.956623,leaky_relu,False,False,32,0.3305675145977673,ordinal,True,4,0.0030666926286396275,mse,5.0,0.5337884460762512,rmsprop,standard,none,standard,9.793202705816045e-06,64,64.0,256.0,512.0,True,"{'name': 'T032', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'standard'}, 'model': {'hidden_layers': [64, 64, 256, 512], 'activation': 'leaky_relu', 'dropout': 0.3305675145977673, 'batch_norm': False, 'optimizer': 'rmsprop', 'learning_rate': 0.0030666926286396275, 'weight_decay': 9.793202705816045e-06, 'momentum': 0.5337884460762512, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",13.0,6690.30147018832,COMPLETE
33,28459.098238377166,2026-08-17 17:12:27.952222,2026-08-17 17:12:36.313561,0 days 00:00:08.361339,leaky_relu,False,False,32,0.3894722784262846,ordinal,True,4,0.0017966738682271253,mse,2.0,0.5460468211589902,rmsprop,robust,none,log1p,3.0982911013848535e-06,64,64.0,256.0,512.0,True,"{'name': 'T033', 'preprocess': {'numeric_only': False, 'scaler': 'robust', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': True, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 64, 256, 512], 'activation': 'leaky_relu', 'dropout': 0.3894722784262846, 'batch_norm': False, 'optimizer': 'rmsprop', 'learning_rate': 0.0017966738682271253, 'weight_decay': 3.0982911013848535e-06, 'momentum': 0.5460468211589902, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",,,PRUNED
34,30498.052690247063,2026-08-17 17:12:36.321394,2026-08-17 17:12:45.146654,0 days 00:00:08.825260,leaky_relu,False,False,32,0.2729724025951582,ordinal,True,4,0.00028355563156649697,mse,5.0,0.5049065502398464,adam,standard,none,standard,4.48401829678593e-07,512,512.0,256.0,512.0,True,"{'name': 'T034', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'standard'}, 'model': {'hidden_layers': [512, 512, 256, 512], 'activation': 'leaky_relu', 'dropout': 0.2729724025951582, 'batch_norm': False, 'optimizer': 'adam', 'learning_rate': 0.00028355563156649697, 'weight_decay': 4.48401829678593e-07, 'momentum': 0.5049065502398464, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",13.0,9457.119946197268,COMPLETE
35,30064.814002420095,2026-08-17 17:12:45.154581,2026-08-17 17:12:59.735845,0 days 00:00:14.581264,tanh,True,True,16,0.2810765219822418,onehot,True,2,0.0005544441436197135,smooth_l1,2.0,0.5726469816850812,adam,standard,none,log1p,8.755444498560215e-07,32,64.0,,,False,"{'name': 'T035', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': True, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [32, 64], 'activation': 'tanh', 'dropout': 0.2810765219822418, 'batch_norm': True, 'optimizer': 'adam', 'learning_rate': 0.0005544441436197135, 'weight_decay': 8.755444498560215e-07, 'momentum': 0.5726469816850812, 'batch_size': 16, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'none', 'gradient_clip': 5.0}}",59.0,5306.512156726117,COMPLETE
36,30669.14670425724,2026-08-17 17:12:59.746931,2026-08-17 17:13:14.629061,0 days 00:00:14.882130,tanh,True,True,32,0.2865779280994453,ordinal,True,3,5.429963935380624e-05,smooth_l1,2.0,0.5204883918938557,adam,standard,none,log1p,1.0525591436534936e-05,32,256.0,64.0,,False,"{'name': 'T036', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [32, 256, 64], 'activation': 'tanh', 'dropout': 0.2865779280994453, 'batch_norm': True, 'optimizer': 'adam', 'learning_rate': 5.429963935380624e-05, 'weight_decay': 1.0525591436534936e-05, 'momentum': 0.5204883918938557, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'none', 'gradient_clip': 5.0}}",,,PRUNED
37,28701.513170185237,2026-08-17 17:13:14.770054,2026-08-17 17:13:27.237366,0 days 00:00:12.467312,tanh,True,True,16,0.21450218934587928,onehot,False,2,0.00022781806179817478,smooth_l1,5.0,0.605733238655516,adam,standard,none,log1p,1.5913814820321942e-07,64,32.0,,,False,"{'name': 'T037', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': False, 'add_log_features': True, 'winsorize': False, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 32], 'activation': 'tanh', 'dropout': 0.21450218934587928, 'batch_norm': True, 'optimizer': 'adam', 'learning_rate': 0.00022781806179817478, 'weight_decay': 1.5913814820321942e-07, 'momentum': 0.605733238655516, 'batch_size': 16, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'none', 'gradient_clip': 5.0}}",,,PRUNED
38,31343.359697421605,2026-08-17 17:13:27.253919,2026-08-17 17:13:33.737323,0 days 00:00:06.483404,tanh,True,True,16,0.29744497692768973,onehot,True,2,0.0011733322759316521,mse,2.0,0.6114349928942906,adam,robust,none,log1p,2.0298395140063033e-07,32,64.0,,,False,"{'name': 'T038', 'preprocess': {'numeric_only': False, 'scaler': 'robust', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': True, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [32, 64], 'activation': 'tanh', 'dropout': 0.29744497692768973, 'batch_norm': True, 'optimizer': 'adam', 'learning_rate': 0.0011733322759316521, 'weight_decay': 2.0298395140063033e-07, 'momentum': 0.6114349928942906, 'batch_size': 16, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",,,PRUNED
39,41449.67258877232,2026-08-17 17:13:33.737323,2026-08-17 17:13:42.300994,0 days 00:00:08.563671,tanh,True,False,256,0.30296426329262083,onehot,True,3,7.192989083964297e-05,smooth_l1,2.0,0.5316251157182352,adam,robust,none,log1p,2.2659408407174565e-06,128,512.0,512.0,,False,"{'name': 'T039', 'preprocess': {'numeric_only': False, 'scaler': 'robust', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': True, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [128, 512, 512], 'activation': 'tanh', 'dropout': 0.30296426329262083, 'batch_norm': False, 'optimizer': 'adam', 'learning_rate': 7.192989083964297e-05, 'weight_decay': 2.2659408407174565e-06, 'momentum': 0.5316251157182352, 'batch_size': 256, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'none', 'gradient_clip': 5.0}}",,,PRUNED
40,28383.849973114546,2026-08-17 17:13:42.312208,2026-08-17 17:13:45.245314,0 days 00:00:02.933106,tanh,False,False,256,0.2321149189568348,ordinal,True,3,0.0042378154332327915,smooth_l1,2.0,0.5398263943427657,adam,standard,none,log1p,1.546967143010798e-07,256,128.0,64.0,,False,"{'name': 'T040', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128, 64], 'activation': 'tanh', 'dropout': 0.2321149189568348, 'batch_norm': False, 'optimizer': 'adam', 'learning_rate': 0.0042378154332327915, 'weight_decay': 1.546967143010798e-07, 'momentum': 0.5398263943427657, 'batch_size': 256, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'none', 'gradient_clip': 5.0}}",35.0,5726.8627490843755,COMPLETE
41,33104.869414907625,2026-08-17 17:13:45.253803,2026-08-17 17:13:54.612562,0 days 00:00:09.358759,relu,True,True,16,0.22694418633540173,onehot,True,3,0.0067287111437770225,smooth_l1,2.0,0.5374816525249292,adam,standard,none,log1p,5.182244204941811e-07,128,128.0,64.0,,False,"{'name': 'T041', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': True, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [128, 128, 64], 'activation': 'relu', 'dropout': 0.22694418633540173, 'batch_norm': True, 'optimizer': 'adam', 'learning_rate': 0.0067287111437770225, 'weight_decay': 5.182244204941811e-07, 'momentum': 0.5374816525249292, 'batch_size': 16, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'none', 'gradient_clip': 5.0}}",25.0,17312.312155402153,COMPLETE
42,32097.07617894367,2026-08-17 17:13:54.622397,2026-08-17 17:13:58.252057,0 days 00:00:03.629660,gelu,False,False,256,0.17469754482566902,ordinal,False,3,0.0002460686854698089,smooth_l1,2.0,0.5070043164521133,adam,standard,none,log1p,1.3772185403253268e-06,256,128.0,64.0,,False,"{'name': 'T042', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': False, 'add_log_features': False, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128, 64], 'activation': 'gelu', 'dropout': 0.17469754482566902, 'batch_norm': False, 'optimizer': 'adam', 'learning_rate': 0.0002460686854698089, 'weight_decay': 1.3772185403253268e-06, 'momentum': 0.5070043164521133, 'batch_size': 256, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'none', 'gradient_clip': 5.0}}",34.0,13580.23832769832,COMPLETE
43,27996.688544362096,2026-08-17 17:13:58.263168,2026-08-17 17:14:05.761742,0 days 00:00:07.498574,tanh,False,False,32,0.2111410442927499,ordinal,True,3,0.008992529347637042,smooth_l1,2.0,0.5678298689253477,adamw,standard,plateau,log1p,3.4295343446320304e-07,256,128.0,64.0,,False,"{'name': 'T043', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128, 64], 'activation': 'tanh', 'dropout': 0.2111410442927499, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.008992529347637042, 'weight_decay': 3.4295343446320304e-07, 'momentum': 0.5678298689253477, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",51.0,5030.636280930527,COMPLETE
44,36934.838509290574,2026-08-17 17:14:05.776722,2026-08-17 17:14:09.552026,0 days 00:00:03.775304,leaky_relu,False,False,32,0.2830952498847563,ordinal,True,4,0.002728223100269421,smooth_l1,2.0,0.6246053851755998,adamw,standard,plateau,log1p,2.738835999158826e-07,256,128.0,64.0,32.0,False,"{'name': 'T044', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128, 64, 32], 'activation': 'leaky_relu', 'dropout': 0.2830952498847563, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.002728223100269421, 'weight_decay': 2.738835999158826e-07, 'momentum': 0.6246053851755998, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",5.0,23792.153503109977,COMPLETE
45,29940.908939332738,2026-08-17 17:14:09.561725,2026-08-17 17:14:16.353398,0 days 00:00:06.791673,tanh,True,False,32,0.20266733597872566,ordinal,True,3,0.005081063587747818,smooth_l1,,0.5615732722910713,adamw,robust,plateau,log1p,1.570125575877349e-06,256,128.0,64.0,,False,"{'name': 'T045', 'preprocess': {'numeric_only': False, 'scaler': 'robust', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128, 64], 'activation': 'tanh', 'dropout': 0.20266733597872566, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.005081063587747818, 'weight_decay': 1.570125575877349e-06, 'momentum': 0.5615732722910713, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",,,PRUNED
46,32672.279633507696,2026-08-17 17:14:16.361624,2026-08-17 17:14:18.561620,0 days 00:00:02.199996,leaky_relu,False,False,256,0.1997390952621261,ordinal,True,2,0.006706217294887488,smooth_l1,2.0,0.6397695353208606,adam,standard,none,log1p,1.5717386938586697e-07,256,128.0,,,False,"{'name': 'T046', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128], 'activation': 'leaky_relu', 'dropout': 0.1997390952621261, 'batch_norm': False, 'optimizer': 'adam', 'learning_rate': 0.006706217294887488, 'weight_decay': 1.5717386938586697e-07, 'momentum': 0.6397695353208606, 'batch_size': 256, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'none', 'gradient_clip': 5.0}}",23.0,20877.36787927907,COMPLETE
47,41130.529866015044,2026-08-17 17:14:18.570006,2026-08-17 17:14:23.630123,0 days 00:00:05.060117,silu,False,False,16,0.19601186113077468,ordinal,True,2,0.014745103502073335,mse,2.0,0.6034641337144553,adamw,robust,plateau,log1p,2.0264646782824473e-06,256,128.0,,,False,"{'name': 'T047', 'preprocess': {'numeric_only': False, 'scaler': 'robust', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128], 'activation': 'silu', 'dropout': 0.19601186113077468, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.014745103502073335, 'weight_decay': 2.0264646782824473e-06, 'momentum': 0.6034641337144553, 'batch_size': 16, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",,,PRUNED
48,26202.80524282043,2026-08-17 17:14:23.643884,2026-08-17 17:14:28.236531,0 days 00:00:04.592647,tanh,False,False,64,0.15387973483005923,ordinal,True,3,0.00820415564350493,mse,5.0,0.5369325303749197,adamw,standard,plateau,log1p,1.0471154256359431e-07,256,128.0,64.0,,False,"{'name': 'T048', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128, 64], 'activation': 'tanh', 'dropout': 0.15387973483005923, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.00820415564350493, 'weight_decay': 1.0471154256359431e-07, 'momentum': 0.5369325303749197, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",59.0,6011.139035206386,COMPLETE
49,33850.3416850474,2026-08-17 17:14:28.244820,2026-08-17 17:14:31.995762,0 days 00:00:03.750942,leaky_relu,False,False,64,0.0891581856887332,ordinal,True,4,0.01538007494335644,mse,5.0,0.5135826743774373,adamw,standard,plateau,standard,1.5246810441281458e-07,256,128.0,64.0,256.0,False,"{'name': 'T049', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': 5, 'target_transform': 'standard'}, 'model': {'hidden_layers': [256, 128, 64, 256], 'activation': 'leaky_relu', 'dropout': 0.0891581856887332, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.01538007494335644, 'weight_decay': 1.5246810441281458e-07, 'momentum': 0.5135826743774373, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",18.0,16872.626517697827,COMPLETE
50,29996.683592774225,2026-08-17 17:14:32.012497,2026-08-17 17:14:37.386488,0 days 00:00:05.373991,tanh,False,True,64,0.11848132104684815,ordinal,True,3,0.008546017380746585,mse,5.0,0.5106083159428803,adamw,standard,cosine,log1p,4.64800756069251e-07,512,128.0,64.0,,False,"{'name': 'T050', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [512, 128, 64], 'activation': 'tanh', 'dropout': 0.11848132104684815, 'batch_norm': True, 'optimizer': 'adamw', 'learning_rate': 0.008546017380746585, 'weight_decay': 4.64800756069251e-07, 'momentum': 0.5106083159428803, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",20.0,5758.909398845976,COMPLETE
51,26468.35962517484,2026-08-17 17:14:37.405317,2026-08-17 17:14:43.636374,0 days 00:00:06.231057,tanh,False,False,32,0.14440962618726724,ordinal,True,3,0.007926837951807347,mse,5.0,0.5925867332040697,adamw,standard,none,log1p,5.671985867764037e-06,256,128.0,64.0,,False,"{'name': 'T051', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128, 64], 'activation': 'tanh', 'dropout': 0.14440962618726724, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.007926837951807347, 'weight_decay': 5.671985867764037e-06, 'momentum': 0.5925867332040697, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",26.0,6404.108662867728,COMPLETE
52,27807.883999769187,2026-08-17 17:14:43.644673,2026-08-17 17:14:51.039264,0 days 00:00:07.394591,tanh,False,False,32,0.16335622499222477,ordinal,True,4,0.005218234518193547,mse,5.0,0.5851959065400227,adamw,standard,none,log1p,3.7975862881494414e-05,256,128.0,64.0,64.0,True,"{'name': 'T052', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128, 64, 64], 'activation': 'tanh', 'dropout': 0.16335622499222477, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.005218234518193547, 'weight_decay': 3.7975862881494414e-05, 'momentum': 0.5851959065400227, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",23.0,5652.393175166851,COMPLETE
53,32562.85448860604,2026-08-17 17:14:51.049548,2026-08-17 17:14:54.237074,0 days 00:00:03.187526,tanh,False,False,32,0.12481156022183829,ordinal,True,4,0.004125349619371839,mse,5.0,0.6487715461397816,adamw,robust,none,log1p,0.0002663997675400308,256,128.0,64.0,64.0,True,"{'name': 'T053', 'preprocess': {'numeric_only': False, 'scaler': 'robust', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128, 64, 64], 'activation': 'tanh', 'dropout': 0.12481156022183829, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.004125349619371839, 'weight_decay': 0.0002663997675400308, 'momentum': 0.6487715461397816, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",,,PRUNED
54,27788.70106473376,2026-08-17 17:14:54.255471,2026-08-17 17:14:57.689155,0 days 00:00:03.433684,tanh,True,False,128,0.10731971578695271,ordinal,True,4,0.0013657238089895367,mse,5.0,0.5125663074892762,adamw,standard,none,log1p,3.7305083685622996e-07,256,128.0,64.0,64.0,True,"{'name': 'T054', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128, 64, 64], 'activation': 'tanh', 'dropout': 0.10731971578695271, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.0013657238089895367, 'weight_decay': 3.7305083685622996e-07, 'momentum': 0.5125663074892762, 'batch_size': 128, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",26.0,6924.6635283092555,COMPLETE
55,26333.504266498407,2026-08-17 17:14:57.702568,2026-08-17 17:15:01.044372,0 days 00:00:03.341804,tanh,True,False,128,0.12410443015989453,ordinal,True,4,0.001175376814653534,mse,5.0,0.572501535407307,rmsprop,standard,none,log1p,2.3446149142536564e-06,256,128.0,64.0,64.0,True,"{'name': 'T055', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128, 64, 64], 'activation': 'tanh', 'dropout': 0.12410443015989453, 'batch_norm': False, 'optimizer': 'rmsprop', 'learning_rate': 0.001175376814653534, 'weight_decay': 2.3446149142536564e-06, 'momentum': 0.572501535407307, 'batch_size': 128, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",19.0,6526.424726438433,COMPLETE
