number,value,datetime_start,datetime_complete,duration,params_activation,params_add_log_features,params_batch_norm,params_batch_size,params_dropout,params_encoding,params_feature_engineering,params_layers,params_learning_rate,params_loss,params_min_frequency,params_momentum,params_optimizer,params_scaler,params_scheduler,params_target_transform,params_weight_decay,params_width_0,params_width_1,params_width_2,params_width_3,params_winsorize,user_attrs_candidate,user_attrs_median_best_epoch,user_attrs_std_rmse,state
112,38522.836201183825,2026-08-17 17:29:25.292491,2026-08-17 17:29:26.943627,0 days 00:00:01.651136,relu,False,False,64,0.1076177584765792,ordinal,True,2,0.017225603937500337,mse,5.0,0.5236955979120991,adamw,standard,plateau,log1p,2.880869985832957e-07,32,128.0,,,False,"{'name': 'T112', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [32, 128], 'activation': 'relu', 'dropout': 0.1076177584765792, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.017225603937500337, 'weight_decay': 2.880869985832957e-07, 'momentum': 0.5236955979120991, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",9.0,26809.22624547625,COMPLETE
113,28099.073182770186,2026-08-17 17:29:26.956507,2026-08-17 17:29:30.922987,0 days 00:00:03.966480,tanh,False,False,128,0.08641978926719839,onehot,False,3,0.029375915288695945,mse,2.0,0.5195822278579113,adamw,standard,plateau,log1p,2.442405902707089e-07,128,128.0,128.0,,False,"{'name': 'T113', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': False, 'add_log_features': False, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [128, 128, 128], 'activation': 'tanh', 'dropout': 0.08641978926719839, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.029375915288695945, 'weight_decay': 2.442405902707089e-07, 'momentum': 0.5195822278579113, 'batch_size': 128, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",59.0,6262.592711955933,COMPLETE
114,27431.696761234885,2026-08-17 17:29:30.934058,2026-08-17 17:29:36.830464,0 days 00:00:05.896406,tanh,False,False,16,0.02457688473595112,onehot,True,3,0.0016271424264830971,mse,,0.659528882926369,adamw,standard,plateau,log1p,2.560987047864873e-06,512,128.0,128.0,,True,"{'name': 'T114', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': False, 'winsorize': True, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [512, 128, 128], 'activation': 'tanh', 'dropout': 0.02457688473595112, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.0016271424264830971, 'weight_decay': 2.560987047864873e-06, 'momentum': 0.659528882926369, 'batch_size': 16, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",4.0,7717.630461908067,COMPLETE
115,25599.465236743523,2026-08-17 17:29:36.842577,2026-08-17 17:29:44.027754,0 days 00:00:07.185177,tanh,False,False,64,0.1603687090255656,onehot,False,4,0.008346215434048166,mse,,0.802376374488231,adamw,standard,plateau,log1p,2.7597147292861404e-06,512,128.0,128.0,256.0,False,"{'name': 'T115', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': False, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [512, 128, 128, 256], 'activation': 'tanh', 'dropout': 0.1603687090255656, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.008346215434048166, 'weight_decay': 2.7597147292861404e-06, 'momentum': 0.802376374488231, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",54.0,7187.225602956585,COMPLETE
116,27453.2445746648,2026-08-17 17:29:44.039329,2026-08-17 17:29:48.231140,0 days 00:00:04.191811,tanh,False,False,64,0.08672548217629918,onehot,False,4,0.0028977694853874426,mse,,0.7670700282687775,adamw,standard,plateau,log1p,0.00010160102613273137,512,128.0,128.0,256.0,False,"{'name': 'T116', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': False, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [512, 128, 128, 256], 'activation': 'tanh', 'dropout': 0.08672548217629918, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.0028977694853874426, 'weight_decay': 0.00010160102613273137, 'momentum': 0.7670700282687775, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",25.0,7745.691506917334,COMPLETE
117,42382.014526113795,2026-08-17 17:29:48.240793,2026-08-17 17:29:51.747745,0 days 00:00:03.506952,silu,False,False,32,0.13785605603148635,ordinal,True,2,0.004037644829021692,smooth_l1,,0.6458425910522461,adamw,standard,cosine,log1p,5.713537185459982e-07,256,128.0,,,False,"{'name': 'T117', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128], 'activation': 'silu', 'dropout': 0.13785605603148635, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.004037644829021692, 'weight_decay': 5.713537185459982e-07, 'momentum': 0.6458425910522461, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",17.0,37216.629461394485,COMPLETE
118,28100.043599138484,2026-08-17 17:29:51.762313,2026-08-17 17:29:57.389410,0 days 00:00:05.627097,tanh,False,False,64,0.07711655204221823,onehot,True,4,0.029257942734305844,mse,,0.8919506549630711,sgd,standard,plateau,log1p,2.203142026444621e-07,512,128.0,128.0,256.0,False,"{'name': 'T118', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [512, 128, 128, 256], 'activation': 'tanh', 'dropout': 0.07711655204221823, 'batch_norm': False, 'optimizer': 'sgd', 'learning_rate': 0.029257942734305844, 'weight_decay': 2.203142026444621e-07, 'momentum': 0.8919506549630711, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",35.0,7661.5621033913385,COMPLETE
119,26809.988183276975,2026-08-17 17:29:57.402493,2026-08-17 17:30:01.002874,0 days 00:00:03.600381,tanh,True,True,64,0.05837863512055515,ordinal,True,4,0.0018914844197188282,mse,2.0,0.8997929504983865,adamw,standard,plateau,log1p,6.847725964140495e-07,256,128.0,128.0,256.0,True,"{'name': 'T119', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': True, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128, 128, 256], 'activation': 'tanh', 'dropout': 0.05837863512055515, 'batch_norm': True, 'optimizer': 'adamw', 'learning_rate': 0.0018914844197188282, 'weight_decay': 6.847725964140495e-07, 'momentum': 0.8997929504983865, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",,,PRUNED
120,28280.96161242036,2026-08-17 17:30:01.014629,2026-08-17 17:30:02.856017,0 days 00:00:01.841388,tanh,False,False,256,0.28293957249693924,ordinal,False,4,0.0010718492458520832,mse,,0.7010455059961225,adamw,standard,plateau,log1p,4.7014373395140174e-07,512,128.0,128.0,256.0,False,"{'name': 'T120', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': False, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [512, 128, 128, 256], 'activation': 'tanh', 'dropout': 0.28293957249693924, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.0010718492458520832, 'weight_decay': 4.7014373395140174e-07, 'momentum': 0.7010455059961225, 'batch_size': 256, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",,,PRUNED
121,27273.008200847176,2026-08-17 17:30:02.864313,2026-08-17 17:30:07.260739,0 days 00:00:04.396426,tanh,False,False,64,0.12642498792482473,ordinal,False,4,0.004740290451662982,mse,5.0,0.8358866957372426,adam,standard,plateau,log1p,3.1608506856806743e-07,512,128.0,128.0,256.0,False,"{'name': 'T121', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': False, 'add_log_features': False, 'winsorize': False, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [512, 128, 128, 256], 'activation': 'tanh', 'dropout': 0.12642498792482473, 'batch_norm': False, 'optimizer': 'adam', 'learning_rate': 0.004740290451662982, 'weight_decay': 3.1608506856806743e-07, 'momentum': 0.8358866957372426, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",21.0,7082.552888895724,COMPLETE
122,32574.61003905195,2026-08-17 17:30:07.272678,2026-08-17 17:30:11.923767,0 days 00:00:04.651089,tanh,False,False,128,0.07672195506976248,onehot,True,3,0.020569709651406247,mse,,0.7239336166300941,adamw,robust,plateau,log1p,5.821122669172705e-07,512,128.0,128.0,,False,"{'name': 'T122', 'preprocess': {'numeric_only': False, 'scaler': 'robust', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [512, 128, 128], 'activation': 'tanh', 'dropout': 0.07672195506976248, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.020569709651406247, 'weight_decay': 5.821122669172705e-07, 'momentum': 0.7239336166300941, 'batch_size': 128, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",,,PRUNED
123,27553.136073069512,2026-08-17 17:30:11.935560,2026-08-17 17:30:15.083346,0 days 00:00:03.147786,tanh,False,True,64,0.013973749705720587,onehot,True,3,0.0010949278835040972,mse,,0.79296392005287,adamw,standard,plateau,standard,1.150967720685438e-06,512,128.0,128.0,,False,"{'name': 'T123', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'standard'}, 'model': {'hidden_layers': [512, 128, 128], 'activation': 'tanh', 'dropout': 0.013973749705720587, 'batch_norm': True, 'optimizer': 'adamw', 'learning_rate': 0.0010949278835040972, 'weight_decay': 1.150967720685438e-06, 'momentum': 0.79296392005287, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",,,PRUNED
124,28519.429990648783,2026-08-17 17:30:15.089116,2026-08-17 17:30:16.829949,0 days 00:00:01.740833,tanh,False,False,64,0.13190217705780244,ordinal,True,1,0.003359520737905501,mse,5.0,0.5963681524698572,adamw,standard,plateau,log1p,1.4623603622372645e-07,128,,,,True,"{'name': 'T124', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [128], 'activation': 'tanh', 'dropout': 0.13190217705780244, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.003359520737905501, 'weight_decay': 1.4623603622372645e-07, 'momentum': 0.5963681524698572, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",8.0,8467.874367043329,COMPLETE
